onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
221.5360000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
222.0940000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
225.7800000000	n/a	n/a	STATUS	n/a	n/a	S149
226.4860000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
227.7260000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
228.3540000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
230.9320000000	n/a	n/a	STATUS	n/a	n/a	S149
231.4700000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
232.5580000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
233.1940000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
236.3680000000	n/a	n/a	STATUS	n/a	n/a	S149
236.8560000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
237.8600000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
238.4040000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
241.9200000000	n/a	n/a	STATUS	n/a	n/a	S149
242.3680000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
243.6660000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
244.1960000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
247.1220000000	n/a	n/a	STATUS	n/a	n/a	S149
248.0960000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
249.3200000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
250.7440000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
255.8300000000	n/a	n/a	STATUS	n/a	n/a	S149
256.8520000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
257.9280000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
259.1280000000	n/a	n/a	Practice: filler trigger	n/a	n/a	S 99
263.1960000000	n/a	n/a	STATUS	n/a	n/a	S149
